ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name
2023-2-FI01-KA210-SCH-000180879,Building bridges with sports and games,Small-scale partnerships in school education,KA210-SCH,2023,E10078832,,Zachariasskolan,School/Institute/Educational centre – General education (basic education),Uusikaarlepyy,Pohjanmaa,18,1.1.2024,30.6.2025,60000,TOPIC-102_TOPIC-180_TOPIC-97,"Bridging intercultural, intergenerational and social divide_Physical and mental health, well-being_New learning and teaching methods and approaches","Common values, civic engagement and participation"
2023-2-FI01-KA210-SCH-000179601,Living in two worlds,Small-scale partnerships in school education,KA210-SCH,2023,E10069695,,Kirkkojärven koulu,School/Institute/Educational centre – General education (basic education),Espoo,Helsinki-Uusimaa,6,1.1.2024,30.6.2024,30000,TOPIC-165_TOPIC-181_TOPIC-192,"Inclusion, promoting equality and non-discrimination_Digital safety_Prevention of bullying","Common values, civic engagement and participation"
2023-2-FI01-KA210-SCH-000177764,Happy to be me!,Small-scale partnerships in school education,KA210-SCH,2023,E10050631,,Kirkkomännikön koulu,School/Institute/Educational centre – General education (basic education),Alavus,Etelä-Pohjanmaa,18,1.1.2024,30.6.2025,60000,TOPIC-161_TOPIC-165_TOPIC-189,"Creativity, arts and culture_Inclusion, promoting equality and non-discrimination_Soft skills","Common values, civic engagement and participation"
2023-2-FI01-KA210-SCH-000171405,Information or fake news? Survival guide for a responsible European citizen,Small-scale partnerships in school education,KA210-SCH,2023,E10066802,,Oulunkylän yhteiskoulu,School/Institute/Educational centre – General education (secondary level),Helsinki,Helsinki-Uusimaa,24,1.1.2024,31.12.2025,60000,TOPIC-162_TOPIC-189_TOPIC-35,Media literacy and tackling disinformation _Soft skills_Teaching and learning of foreign languages,"Addressing digital transformation through development of digital readiness, resilience and capacity"
2023-2-FI01-KA210-SCH-000169913,Raising Kidpreneurs of The Future,Small-scale partnerships in school education,KA210-SCH,2023,E10034254,,"Vasa stad, Borgaregatans skola",School/Institute/Educational centre – General education (basic education),Vaasa,Pohjanmaa,14,1.4.2024,31.5.2025,60000,TOPIC-158_TOPIC-41_TOPIC-83,"Social innovation_Entrepreneurial learning - entrepreneurship education_European identity, citizenship and values",#PUUTTUU!
2023-2-FI01-KA210-ADU-000179217,Adult educators supporting eco-social agency,Small-scale partnerships  in adult education,KA210-ADU,2023,E10188010,,Kansan Sivistystyön Liitto KSL ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,12,1.2.2024,31.1.2025,60000,TOPIC-25_TOPIC-61_TOPIC-97,Pedagogy and didactics_Green skills_New learning and teaching methods and approaches,"Common values, civic engagement and participation"
2023-2-FI01-KA210-ADU-000178964,Suomi Italia Nourishing Generations,Small-scale partnerships  in adult education,KA210-ADU,2023,E10338500,,Jyväskylän naislaulajat ry,Non-governmental organisation/association,Jyväskylä,Keski-Suomi,18,1.4.2024,30.9.2025,60000,TOPIC-161_TOPIC-190_TOPIC-83,"Creativity, arts and culture_Digital content, technologies and practices_European identity, citizenship and values",#PUUTTUU!
2023-2-FI01-KA210-ADU-000173745,CraftWell: Empowering Seniors Through Craft Therapy,Small-scale partnerships  in adult education,KA210-ADU,2023,E10283536,,Keski-Suomen muotoilu- ja taideteollisuusyhdistys Materia ry,Non-governmental organisation/association,Jyväskylä,Keski-Suomi,24,1.1.2024,31.12.2025,60000,TOPIC-161_TOPIC-185_TOPIC-61,"Creativity, arts and culture_Active ageing_Green skills","Inclusion and diversity in all fields of education, training, youth and sport"
2023-2-FI01-KA155-YOU-000183769,Let's GO,DiscoverEU inclusion action,KA155-YOU,2023,E10063282,,Kanava Nuoriso ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,12,1.3.2024,28.2.2025,10280,#NIMI?,#NIMI?,#PUUTTUU!
2023-2-FI01-KA155-YOU-000177360,Starting adult life with something great - Kalajoki DiscoverEU Inclusion 2023-2024,DiscoverEU inclusion action,KA155-YOU,2023,E10143569,,Kalajoen kaupunki,Local Public body,Kalajoki,Pohjois-Pohjanmaa,10,1.3.2024,31.12.2024,22492,#NIMI?,#NIMI?,#PUUTTUU!
2023-2-FI01-KA154-YOU-000167958,Mun valinta vaikuttaa – Mielenterveys ja yhdenvertaisuus nuorten elämässä,Youth participation activities,KA154-YOU,2023,E10333586,,"Taksvärkki ry, Dagsverke rf",Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,1.8.2023,31.7.2025,59860,TOPIC-122_TOPIC-160_TOPIC-180,"Inclusion  of marginalised young people_Democracy and inclusive democratic participation_Physical and mental health, well-being",#PUUTTUU!
2023-2-FI01-KA154-YOU-000167775,Nuorten vaikuttajasimulaatio,Youth participation activities,KA154-YOU,2023,E10255487,,Suomen nuorisovaltuustojen liitto,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,1.8.2023,31.7.2025,58428,TOPIC-160_TOPIC-162,Democracy and inclusive democratic participation_Media literacy and tackling disinformation ,#PUUTTUU!
2023-2-FI01-KA153-YOU-000168663,"Peacebuilding skills for Youth Workers to prevent discrimination and to build more equal, inclusive and diverse communities.",Mobility of youth workers,KA153-YOU,2023,E10110188,,Outward Bound Finland ry,Non-governmental organisation/association,Lahti,Päijät-Häme,12,1.8.2023,31.7.2024,35320,TOPIC-102_TOPIC-132_TOPIC-179,"Bridging intercultural, intergenerational and social divide_Preventing racism and discrimination_Prevention of conflicts, post-conflict rehabilitation",#PUUTTUU!
2023-2-FI01-KA153-YOU-000168242,Resourcing Change!,Mobility of youth workers,KA153-YOU,2023,E10282175,,HangFlow ry,Non-governmental organisation/association,Turku,Varsinais-Suomi,6,1.11.2023,30.4.2024,35710,TOPIC-122_TOPIC-180_TOPIC-97,"Inclusion  of marginalised young people_Physical and mental health, well-being_New learning and teaching methods and approaches",#PUUTTUU!
2023-2-FI01-KA153-YOU-000168059,Kansainvälisiä kokemuksia ja oppimista Etelä-Karjalan nuorisotyöntekijöille,Mobility of youth workers,KA153-YOU,2023,E10193541,,LAPPEENRANNAN KAUPUNKI,Local Public body,Lappeenranta,Etelä-Karjala,7,1.8.2023,29.2.2024,19255,TOPIC-136_TOPIC-184_TOPIC-187,Quality and innovation of youth work_Tackling geographical remoteness and involving rural areas_International relations and development cooperation,#PUUTTUU!
2023-2-FI01-KA153-YOU-000168010,EuroTraining,Mobility of youth workers,KA153-YOU,2023,E10007150,,Lasten ja nuorten keskus ry ,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,3,5.9.2023,4.12.2023,41625,TOPIC-116_TOPIC-136_TOPIC-191,Digital youth work_Quality and innovation of youth work_Development of training courses,#PUUTTUU!
2023-2-FI01-KA152-YOU-000168591,Healthy Lifestyles,Mobility  of young people,KA152-YOU,2023,E10180182,,Nuoriso- ja luontomatkailukeskus Inari Oy,Small and medium sized enterprise,Inari,Lappi,18,1.8.2023,31.1.2025,125880,TOPIC-161_TOPIC-180_TOPIC-184,"Creativity, arts and culture_Physical and mental health, well-being_Tackling geographical remoteness and involving rural areas",#PUUTTUU!
2023-2-FI01-KA152-YOU-000168575,Moose Party 3,Mobility  of young people,KA152-YOU,2023,E10013565,,Vanhamäki säätiö,Foundation,Suonenjoki,Pohjois-Savo,12,1.8.2023,31.7.2024,26310,TOPIC-161_TOPIC-187_TOPIC-61,"Creativity, arts and culture_International relations and development cooperation_Green skills",#PUUTTUU!
2023-2-FI01-KA152-YOU-000168434,"Northern Lights, Finnish Nights",Mobility  of young people,KA152-YOU,2023,E10083279,,Nykarleby stad,Local Public body,Uusikaarlepyy,Pohjanmaa,8,1.10.2023,31.5.2024,34032,TOPIC-13_TOPIC-180_TOPIC-70,"Environment and climate change_Physical and mental health, well-being_Cultural heritage",#PUUTTUU!
2023-2-FI01-KA152-YOU-000168210,Back to the Future: Towards Sustainable Everyday Choices,Mobility  of young people,KA152-YOU,2023,E10334763,,Porvoon Polunlöytäjät PoPo ry,Non-governmental organisation/association,Porvoo,Helsinki-Uusimaa,10,1.8.2023,31.5.2024,36503,TOPIC-163_TOPIC-61_TOPIC-70,Digital skills and competences_Green skills_Cultural heritage,#PUUTTUU!
2023-2-FI01-KA152-YOU-000167966,Erätaitoja ja historiaa,Mobility  of young people,KA152-YOU,2023,E10265940,,Länsi-Saimaan 4H-yhdistys,Non-governmental organisation/association,Luumäki,Etelä-Karjala,12,1.8.2023,31.7.2024,18992,TOPIC-102_TOPIC-70_TOPIC-83,"Bridging intercultural, intergenerational and social divide_Cultural heritage_European identity, citizenship and values",#PUUTTUU!
2023-2-FI01-KA152-YOU-000167864,Bites of culture,Mobility  of young people,KA152-YOU,2023,E10048978,,Ankkapurhan kulttuurisäätiö,Foundation,Kouvola,Kymenlaakso,24,1.8.2023,31.7.2025,25867,TOPIC-102_TOPIC-161_TOPIC-83,"Bridging intercultural, intergenerational and social divide_Creativity, arts and culture_European identity, citizenship and values",#PUUTTUU!
2023-1-FI01-KA220-YOU-000161877,PEACE4Europe,Cooperation partnerships in youth,KA220-YOU,2023,E10202440,,KAAKKOIS-SUOMEN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Mikkeli,Etelä-Savo,36,1.9.2023,31.8.2026,400000,TOPIC-136_TOPIC-179_TOPIC-83,"Quality and innovation of youth work_Prevention of conflicts, post-conflict rehabilitation_European identity, citizenship and values","Common values, civic engagement and participation"
2023-1-FI01-KA220-YOU-000155405,Empowering Youth Participation in Nature Restoration,Cooperation partnerships in youth,KA220-YOU,2023,E10180292,,Nuorten Akatemia ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,36,1.9.2023,31.8.2026,400000,TOPIC-13_TOPIC-136_TOPIC-97,Environment and climate change_Quality and innovation of youth work_New learning and teaching methods and approaches,Environment and fight against climate change
2023-1-FI01-KA220-YOU-000153237,Crisis Help and Assistance for youth during challenging Times,Cooperation partnerships in youth,KA220-YOU,2023,E10147378,,"Nuorisotutkimusseura ry, Ungdomsforskningssällskapet rf",Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,29,1.9.2023,31.1.2026,400000,TOPIC-116_TOPIC-122_TOPIC-136,Digital youth work_Inclusion  of marginalised young people_Quality and innovation of youth work,#PUUTTUU!
2023-1-FI01-KA220-VET-000160581,Sustainable Entrepreneurship in Smart Clothing,Cooperation partnerships in vocational education and training,KA220-VET,2023,E10087929,,Lounais-Hämeen koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Forssa,Kanta-Häme,36,1.11.2023,31.10.2026,400000,TOPIC-190_TOPIC-41_TOPIC-61,"Digital content, technologies and practices_Entrepreneurial learning - entrepreneurship education_Green skills","Addressing digital transformation through development of digital readiness, resilience and capacity"
2023-1-FI01-KA220-VET-000160282,CaBatt – Capacity Building for Battery Teachers in Vocational Education and Training,Cooperation partnerships in vocational education and training,KA220-VET,2023,E10164277,,Vaasan kaupunki,School/Institute/Educational centre – Vocational Training (secondary level),Vaasa,Pohjanmaa,28,1.9.2023,31.12.2025,250000,TOPIC-171_TOPIC-172_TOPIC-72,"Overcoming skills mismatch and addressing the needs of the labour market_Initial and continuous training for teachers, trainers and other education staff_Cooperation between educational institutions and business",Environment and fight against climate change
2023-1-FI01-KA220-VET-000156528,Lifelong moving and volunteering in Europe,Cooperation partnerships in vocational education and training,KA220-VET,2023,E10191525,,Valkeakosken seudun koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Valkeakoski,Pirkanmaa,24,1.9.2023,31.8.2025,120000,TOPIC-163_TOPIC-180,"Digital skills and competences_Physical and mental health, well-being","Common values, civic engagement and participation"
2023-1-FI01-KA220-VET-000156494,Creating cross-border collaboration in film education in the Sámi region and piloting an innovative traineeship programme model for Sámi film productions,Cooperation partnerships in vocational education and training,KA220-VET,2023,E10284502,,Saamelaisalueen koulutuskeskus,School/Institute/Educational centre – Vocational Training (secondary level),Inari,Lappi,24,1.9.2023,31.8.2025,250000,TOPIC-187_TOPIC-33_TOPIC-72,International relations and development cooperation_Roma and/or other minorities_Cooperation between educational institutions and business,"Inclusion and diversity in all fields of education, training, youth and sport"
2023-1-FI01-KA220-VET-000156228,Integrating Ukrainians to VET,Cooperation partnerships in vocational education and training,KA220-VET,2023,E10171962,,Seinäjoen koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Seinäjoki,Etelä-Pohjanmaa,36,1.10.2023,30.9.2026,400000,TOPIC-139_TOPIC-140_TOPIC-183,"Reception and integration of refugees and migrants_Recognition, transparency, certification_Equal access and transition to labour market",#PUUTTUU!
2023-1-FI01-KA220-VET-000154135,Game On - Level Up!,Cooperation partnerships in vocational education and training,KA220-VET,2023,E10151409,,Live-säätiö sr,School/Institute/Educational centre – Vocational Training (secondary level),Espoo,Helsinki-Uusimaa,24,1.9.2023,31.8.2025,250000,TOPIC-189_TOPIC-190_TOPIC-97,"Soft skills_Digital content, technologies and practices_New learning and teaching methods and approaches","Addressing digital transformation through development of digital readiness, resilience and capacity"
2023-1-FI01-KA220-SCH-000158362,"Three seas - one planet: Developing awareness, competence and commitment regarding sea conservation strategies by comparing practices in the Mediterranean, the Baltic, the Atlantic.",Cooperation partnerships in school education,KA220-SCH,2023,E10241203,,Vasa gymnasium,School/Institute/Educational centre – General education (secondary level),Vaasa,Pohjanmaa,12,1.9.2023,31.8.2024,120000,TOPIC-13_TOPIC-187_TOPIC-32,Environment and climate change_International relations and development cooperation_Research and innovation,"Common values, civic engagement and participation"
2023-1-FI01-KA220-SCH-000157451,We for a Sustainable EU,Cooperation partnerships in school education,KA220-SCH,2023,E10151209,,Joroisten lukio,School/Institute/Educational centre – General education (secondary level),Joroinen,Pohjois-Savo,24,1.9.2023,31.8.2025,120000,TOPIC-165_TOPIC-173_TOPIC-83,"Inclusion, promoting equality and non-discrimination_Science, technology, engineering and mathematics (STEM)_European identity, citizenship and values","Common values, civic engagement and participation"
2023-1-FI01-KA220-SCH-000157214,A Vision of Peace: Peace Education for Upper Secondary Education,Cooperation partnerships in school education,KA220-SCH,2023,E10058334,,"Rauhankasvatusinstituutti ry, Institutet för Fredsfostran rf",Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,1.9.2023,31.8.2025,120000,TOPIC-170_TOPIC-83_TOPIC-97,"Creating new, innovative or joint curricula or courses_European identity, citizenship and values_New learning and teaching methods and approaches","Common values, civic engagement and participation"
2023-1-FI01-KA220-SCH-000155806,CIRCUS as means to learn positive,Cooperation partnerships in school education,KA220-SCH,2023,E10136562,,Keskustan alakoulu,School/Institute/Educational centre – General education (basic education),Harjavalta,Satakunta,24,1.9.2023,31.8.2025,120000,TOPIC-161_TOPIC-190_TOPIC-61,"Creativity, arts and culture_Digital content, technologies and practices_Green skills","Common values, civic engagement and participation"
2023-1-FI01-KA220-SCH-000153322,Creative Early Education supported by Technology for Cultural Heritage,Cooperation partnerships in school education,KA220-SCH,2023,E10055066,,Suomen Kulttuuriperintökasvatuksen seura ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,31.12.2023,30.12.2025,250000,TOPIC-101_TOPIC-161_TOPIC-190,"Early childhood education and care_Creativity, arts and culture_Digital content, technologies and practices",#PUUTTUU!
2023-1-FI01-KA220-SCH-000153185,The Green Deal in VR: A Virtual Reality Approach to the European Sustainability Values and Goals of 2050 through Collaborative Learning in Upper-Secondary Education,Cooperation partnerships in school education,KA220-SCH,2023,E10259181,,Otaniemen lukio,School/Institute/Educational centre – General education (secondary level),Espoo,Helsinki-Uusimaa,36,1.9.2023,31.8.2026,400000,TOPIC-13_TOPIC-190_TOPIC-97,"Environment and climate change_Digital content, technologies and practices_New learning and teaching methods and approaches","Addressing digital transformation through development of digital readiness, resilience and capacity"
2023-1-FI01-KA220-SCH-000153018,Water For Life ,Cooperation partnerships in school education,KA220-SCH,2023,E10004151,,Ahmon koulu,School/Institute/Educational centre – General education (basic education),Siilinjärvi,Pohjois-Savo,36,1.9.2023,31.8.2026,400000,TOPIC-11_TOPIC-170_TOPIC-190,"Energy and resources_Creating new, innovative or joint curricula or courses_Digital content, technologies and practices","Common values, civic engagement and participation"
2023-1-FI01-KA220-SCH-000152645,Reading Beyond Borders: A European Book Adventure,Cooperation partnerships in school education,KA220-SCH,2023,E10114479,,Kuopion taidelukio Lumit,School/Institute/Educational centre – General education (secondary level),Kuopio,Pohjois-Savo,28,1.9.2023,31.12.2025,120000,TOPIC-159_TOPIC-162_TOPIC-97,Awareness about the European Union_Media literacy and tackling disinformation _New learning and teaching methods and approaches,"Addressing digital transformation through development of digital readiness, resilience and capacity"
2023-1-FI01-KA220-SCH-000151630,Sustainable Alternative Future Essentials,Cooperation partnerships in school education,KA220-SCH,2023,E10173338,,Sursik skola,School/Institute/Educational centre – General education (basic education),Pedersöre,Pohjanmaa,24,1.9.2023,31.8.2025,250000,TOPIC-131_TOPIC-41_TOPIC-61,Key competences development_Entrepreneurial learning - entrepreneurship education_Green skills,"Addressing digital transformation through development of digital readiness, resilience and capacity"
2023-1-FI01-KA220-HED-000166837,Strengthening DEI in Education and SME Management,Cooperation partnerships in higher education,KA220-HED,2023,E10208685,,VAASAN YLIOPISTO,Higher education institution (tertiary level),Vaasa,Pohjanmaa,36,15.12.2023,14.12.2026,400000,TOPIC-165_TOPIC-190_TOPIC-72,"Inclusion, promoting equality and non-discrimination_Digital content, technologies and practices_Cooperation between educational institutions and business","Addressing digital transformation through development of digital readiness, resilience and capacity"
